,standard_scaler__CreditScore,standard_scaler__Age,standard_scaler__Tenure,standard_scaler__Balance,standard_scaler__NumOfProducts,standard_scaler__HasCrCard,standard_scaler__IsActiveMember,standard_scaler__EstimatedSalary,categorical_scaler__Geography_France,categorical_scaler__Geography_Germany,categorical_scaler__Geography_Spain,categorical_scaler__Gender_Female,categorical_scaler__Gender_Male,Exited
0,0.21835119440301806,1.9166190518047201,-1.7316886936877618,1.6299280143417108,0.8131113763921426,-1.5397358594427593,0.9697894571519659,-1.382844242139984,1.0,0.0,0.0,0.0,1.0,1
1,2.057280365346756,0.20210898651165798,1.0417496754034938,-0.2462435688139764,-0.9110433657455642,0.6494620449782254,-1.031151651139573,-1.195890440331604,0.0,1.0,0.0,0.0,1.0,0
2,0.758601572307393,-0.750396605317821,0.34839008313068,-1.2210272837186344,-0.9110433657455642,-1.5397358594427593,-1.031151651139573,-0.6834224199592162,1.0,0.0,0.0,1.0,0.0,0
3,-0.08294228558211414,-0.5598954869519253,0.695069879267087,1.5741011349645735,-0.9110433657455642,-1.5397358594427593,0.9697894571519659,-0.9853962393730022,1.0,0.0,0.0,0.0,1.0,0
4,0.5300341047324652,-0.9408977236837168,1.3884294715399008,-1.2210272837186344,0.8131113763921426,0.6494620449782254,-1.031151651139573,-0.8683753781713668,0.0,0.0,1.0,0.0,1.0,0
5,1.3611885322776576,0.10685842732871006,0.34839008313068,-1.2210272837186344,0.8131113763921426,0.6494620449782254,-1.031151651139573,0.15763578160597186,1.0,0.0,0.0,0.0,1.0,0
6,0.9975584702266358,-0.08364269103718575,-0.34496950914213387,0.6238257195192888,-0.9110433657455642,-1.5397358594427593,0.9697894571519659,-0.5161297988301942,1.0,0.0,0.0,0.0,1.0,0
7,-0.07255285523779924,2.7738740844512515,1.3884294715399008,-1.2210272837186344,4.261420860667556,0.6494620449782254,0.9697894571519659,1.314770987877834,1.0,0.0,0.0,1.0,0.0,1
8,2.057280365346756,-0.5598954869519253,0.695069879267087,1.0358886763852724,-0.9110433657455642,-1.5397358594427593,-1.031151651139573,-1.6877745086074454,1.0,0.0,0.0,0.0,1.0,0
9,-1.3296739268999025,-0.750396605317821,1.0417496754034938,0.5052977948995875,-0.9110433657455642,0.6494620449782254,-1.031151651139573,1.7207681759847049,0.0,1.0,0.0,1.0,0.0,1
10,-1.5686308248191454,-1.4171505195984564,-0.34496950914213387,0.8733640407701682,0.8131113763921426,0.6494620449782254,-1.031151651139573,-0.3548464833553107,0.0,1.0,0.0,0.0,1.0,0
11,0.18718290337007334,-0.5598954869519253,1.0417496754034938,0.8072893977174215,-0.9110433657455642,0.6494620449782254,0.9697894571519659,-1.0634287921969547,1.0,0.0,0.0,0.0,1.0,0
12,-0.6128032331421742,0.39261010487755377,1.3884294715399008,-1.2210272837186344,0.8131113763921426,0.6494620449782254,0.9697894571519659,-0.4223121569367696,1.0,0.0,0.0,0.0,1.0,0
13,0.5923706867983546,-0.46464492776897737,-0.34496950914213387,1.154664297056818,0.8131113763921426,0.6494620449782254,0.9697894571519659,-1.3748938506771748,0.0,1.0,0.0,0.0,1.0,0
14,0.15601461233712866,-0.08364269103718575,0.34839008313068,1.0915290231829666,-0.9110433657455642,0.6494620449782254,0.9697894571519659,-0.4639039245067331,1.0,0.0,0.0,1.0,0.0,1
15,1.7559868853616238,0.10685842732871006,-1.3850088975513548,-1.2210272837186344,0.8131113763921426,0.6494620449782254,-1.031151651139573,1.6260543409923955,1.0,0.0,0.0,1.0,0.0,0
16,0.23913005509164786,0.9641134599752412,1.0417496754034938,0.9426448025961042,-0.9110433657455642,-1.5397358594427593,0.9697894571519659,1.369792797058155,1.0,0.0,0.0,0.0,1.0,1
17,0.42613980128931617,0.48786066406050166,0.0017102869942730605,0.7740159883898562,0.8131113763921426,0.6494620449782254,0.9697894571519659,-0.932325765156776,0.0,1.0,0.0,0.0,1.0,1
18,0.7689910026517079,1.6308673742558766,-1.0383291014149478,0.4677528695596803,-0.9110433657455642,0.6494620449782254,0.9697894571519659,-0.9488882266080095,0.0,0.0,1.0,1.0,0.0,0
19,0.14562518199281374,-0.27414380940308153,-0.6916493052785408,0.846338111886623,0.8131113763921426,-1.5397358594427593,-1.031151651139573,0.6734387729247402,0.0,1.0,0.0,1.0,0.0,0
20,-0.8725389917500468,0.7736123416093454,0.695069879267087,-1.2210272837186344,0.8131113763921426,0.6494620449782254,0.9697894571519659,-0.950040127449006,1.0,0.0,0.0,1.0,0.0,0
21,-0.6959186758966934,0.10685842732871006,0.695069879267087,-1.2210272837186344,0.8131113763921426,-1.5397358594427593,-1.031151651139573,0.790207226959739,1.0,0.0,0.0,0.0,1.0,0
22,-0.28034146212409733,1.249865137524085,-1.0383291014149478,0.0513804497102576,-0.9110433657455642,0.6494620449782254,0.9697894571519659,-0.27902201552455785,1.0,0.0,0.0,1.0,0.0,0
23,0.16640404268144354,0.6783617824263974,0.695069879267087,1.3697115435151848,-0.9110433657455642,0.6494620449782254,0.9697894571519659,1.2574160192652366,0.0,1.0,0.0,1.0,0.0,0
24,0.15601461233712866,1.6308673742558766,-1.0383291014149478,1.4830239211453806,-0.9110433657455642,-1.5397358594427593,0.9697894571519659,-1.4204695865607284,0.0,0.0,1.0,0.0,1.0,0
25,-0.5192983600433401,-0.3693943685860295,1.0417496754034938,-1.2210272837186344,0.8131113763921426,0.6494620449782254,0.9697894571519659,0.9063622950997654,1.0,0.0,0.0,1.0,0.0,0
26,0.4988658136995205,-0.750396605317821,0.695069879267087,-1.2210272837186344,0.8131113763921426,-1.5397358594427593,0.9697894571519659,0.7727485724096209,0.0,0.0,1.0,0.0,1.0,0
27,-0.7478658276182679,0.011607868145762163,1.3884294715399008,0.8342349494723139,-0.9110433657455642,0.6494620449782254,-1.031151651139573,-0.25402536773158674,1.0,0.0,0.0,1.0,0.0,0
